text,in_reply,quoted_text,is_sarcastic
Eu agora https://t.co/WBfHWLHuRB,,estou muito triste,1
@soaresxxd cara vc so me usa mano sei la to cheia disso vc so me usa como uma segunda opçao de conversa chega sabe 🤯🤯🤯🥵🥵🥵🥵🥵😭😭😭😭😭👍🏻👍🏻👍🏻👍🏻👍🏻,@anytasilvaa eu n sou ninguém pra você!???????,,1
sera q estou vivendo ou apenas fazendo figurinhas???????? https://t.co/t24aLQM6Mn,,,1
@fllucasO Olha as crianças ali no canto com medo 🤣🤣🤣🤣🤣🤣🤣,Gente https://t.co/FFI6yv5dLv,,1
@SalsichaPorraa Nós irmão💪🥋,Faixa🥋 https://t.co/MegGGjDR0k,,1
Queria era fazer uma boa hj meu deus,,,1
eu tô apaixonada pelo lakeith stanfield QUE HOMEM MEUS AMIGOS,,,1
@YsabellaDxd Awwww que linda,EL QUE LE DE LIKE LO AGARRO A PUTAZO https://t.co/ZZlnaMrqrn,,1
#DaysGoneNoEIGames  falta muito pra zerar @octaviobuzz ??,,,1
2 pessoas estão visualizando seu perfil https://t.co/M1EIcTVXdm,,,1
Dormir escutando músicas 😴💭,,,1
sim mas qnd é q minhas férias começam de vdd,,,1
"é foda, depois de tudo aquilo que aconteceu comigo eu só me afundei mais, ansiedade e depressão já no limite e a insegurança sendo minha pior inimiga.","eu realmente sinto que cada dia estou me afundando mais ainda, e eu não consigo sair disso. eu tento, mas parece que só afundo mais.",,1
@washing85781828 Uns caras? Q? '-',@Tuanisalles1 Vc não estava saindo com ums caras,,1
"@Ruan_mir4 @SeriesTWBZ Todos os heróis dos HQs são fictícios, mais o pantera negra é afrodescendente, já leu a história dele?!Aí colocar  cara ruivo não cola, mais em nenhum lugar tem q uma sereia não pode ser negra, nunca foi revelado sua etnia,elas são seres mitológicos, se não sabe o q é pesquisa 😘","@Exomy2World @SeriesTWBZ Fazer o pantera negra num live action com um cara ruivo, já que pantera Negra é de um grupo de heróis fictícios...",,1
"Pesquisando aqui no Google o céu hoje, pra ver se algo explica essa vontade de ***er, ***er e ****er.",,,1
"Apaixonadinha, você me deixou 
Vem ficar perto da sua menina 🎶🎶",,,1
mas pq caralhos ele foi procurar ela que saco porra https://t.co/mLqV8awBXN,,"haviam rumores que justin estava procurando por selena (o que iríamos saber meses depois que era verdade) e estava extremamente insatisfeito com o novo relacionamento dela, isso fez selena e the weeknd terem varias discussões https://t.co/WJoHArZS2w",1
"@BTS_twt Sentimos tanto a sua falta, não fica mais longe da gente... Queremos vc sempre pertinho... Te amamos muuuuuuuito 💜💜💜","쩨이홉 따라 사진찍는 
태형이.
#JIMIN https://t.co/Hq7HgYxGUG",,1
"@StonemJoe Queria os dois
Mas primeiro eu queria ter uma chance e morar em SP",,,1
Sem paciência pra certas coisas,,,1
1 pessoa acaba de visitar seu perfil https://t.co/sPjriCPy3o,,,1
"Atropelei 3 corinthiano hj

Grande Dia 🙏",,,1
esse mundo é pequeno d++,,,1
@MTLSaiyan FAAAAAIAAAAA EEEEEMBUREEEEEM,SAY THE F WORD RIGHT NOW,,1
@NetflixBrasil Cadê a season 3 de Wynonna Earp? Vai renovar Trinkets?,"O triângulo de estreias q eu quero:

      Stranger Things         
                  /\
                /    \
              /        \
            /            \
          /                \
        /_ _ _ _ _ _  _ \  
OITNB               LCDP",,1
@VitorVale5 vai pra lá ent,"Cu na mimha mao
O maior terremoto em decadas em la acabo de rola. E eu to algums km do lugar",,1
@globoesportecom Pelo visto alguém não tá fazendo o seu trabalho direito...,"Contratação milionária de João Félix pelo Atlético de Madrid assusta Rizek: ""Não vi jogar ainda"" https://t.co/fDcOUipBOk https://t.co/S1WsZzCRsB",,1
"Pessoal de Taquaritnga, quem gosta de Boardgames ou, até mesmo, quem nunca jogou mas gostaria de entrar no hobby. Ou, ainda, quem nem sabe o que são Jogos de Tabuleiros Modernos, entretanto, se interessou pelo anúncio. ATENÇÃO!!!! https://t.co/j48oU8GuVW",,,1
gente minha pack tá boa?,,,1
Este verão tem de render,,,1
@MendessMatheus roubei essa foto,,,1
@ruanpablos__ KKKKK te amo 😻😻😻😻,@lucasramolar KKKKKKKKKKKKKK TE AMO BRO,,1
Sério que as K-armys estão denunciando qualquer I-army que chegue nos trendings pra apenas elas subirem?? Poderiam ser mais infantis???,,,1
@peawxh assuma o filho :c,@yutaspaceship grávido........,,1
"pow mano ninguem pra ir assistir homem aranha cmg kssksksksksk
vou sozinho mesmo",,,1
Fui totalmente inútil na UTI hoje. Top ...,,,1
@FanatismoTimao Até o Google sabe... 🎮,@SEP_Porks16 Sem dúvida nenhuma...,,1
Assisti a cinco passos de você de novo e chorei mais que na primeira vez,,,1
eu me acostumei com a falta de romance em Red Queen e por isso tô meio sem saber como lidar com isso em Estilhaça-me (além de eu nao conseguir gostar do Adam),,,1
@silvazuao o apice da raiva universitaria em forma de website,@Kenjisnotkanja jupiter time,,1
"@fred_ferreira @g1 Não, na tua guampa.",@g1 Queriam a menina dormindo no chão?,,1
essa morena e toda Boa kkk,,,1
@paulab1_ Mas assim q ela melhora eu faco,"@hadler_p POIS É 
fazer o pedido oficial que é bom vc n quer né?",,1
ai to com crise de coluna nao aguento mais ser uma idosa,,,1
@guymyolo @__majulima__  eu ligando no laboratório,"“liga pra clinica marcar sua consulta”
-mas mae eu n sei faze isso
“sabe sim se ja fez umas 4 vezes”
-mas eu tenho medo de fazer algo errado
“liga logo caramba”

-oi mossa kk to doente https://t.co/OIGZgm5C7y",,1
"10 min falando e ngm entendeu porra nenhuma,tá com um p** na boca",,,1
@Nicaalima Que autoescola você tá tirando?,Meu instrutor conhece minha família inteira kkkk bati mo papo com ele,,1
"O que é dos outros não é meu
Mas o que é meu tá aí pros outros se precisar!!!",,,1
@VendoCoisasReal Gen iss ta perfeito :o,"Eu acabei o meu estudo de pintura de luz e sombra, oque vocês acharam?

Alguma dica?

Um RT também ajuda, kkkkkk... https://t.co/MzKxufESOO",,1
@eeduardaa__ @filhodehecate OBRIGADAAA,eu surtando todos os dias com a única pessoa que me aguenta https://t.co/2RCE8b5dV1,,1
"Se alguém conseguir decifrar a carta, favor nos ajudar! Estamos curiosos pra saber quem é o senhor! Pelo que deciframos, ele se chama “Santo Velho Macedo”! #cambaradosul #rs #misterio #quemesantovelhomacedo","~ MISTÉRIO ~ Pessoal, trabalho na FAMES (Faculdade de Música do Espírito Santo) e recebemos esta carta aqui! Ninguém consegue decifrar! Conseguimos decifrar algumas palavras, mas não conseguimos saber do que se trata! (Continua...) https://t.co/y3RKXxbLkz",,1
status de visita: perfil visualizado 6 vezes https://t.co/y0PWT2VnVo,,,1
@eotaldo nao tem uma setinha no canto superior direito? nlembro se é clicando ali,,,1
"""Quase uma missão impossível, abraçar o Luan aquele gato. Já pensou se pela central sou sorteada? Meu sonho vira realidade..."" 🎶😂🙏🏻 LIGA PRA MIM NANE @CentralDeFasLS Thais Campos 🙌🏼😭❤️",,,1
Vou tentar fazer a todos!! https://t.co/fU9FKxEwME,,,1
@garotodoTI Quem é oq?,@Sandrao_LNP hmmmmm sera se sei quem é?,,1
tá passando homem aranha 3 aaaaaaaaaaah,,,1
"@thereyougohon EU AMO &lt;3 
DERRUBA ESSE GOVERNO PLMDDS",,,1
realmente ! Porém quem tá lá dentro sabe o tanto sofrido e sem apoio que é !! E lutando contra a insegurança de todo mundo perder as bolsas de estudo https://t.co/BlJnoFoK8R,,Os atletas de araçatuba deveriam ser mais reconhecidos,1
Preço do gás e desemprego elevam uso da lenha para cozinhar no Brasil https://t.co/LksdZkOZTd https://t.co/chtMGVMqkZ,,,1
Eu não sei mais o que faço com esse celular,,,1
Amanhã e só eu lava o banheiro 🙌🏽,,,1
"Caro Deputado,

Enviamos uma mensagem direta para o senhor.

Queremos fazer uma reportagem sobre esse assunto, se for do seu agrado.

Acreditamos que é um assunto de interesse da população e de qualquer internauta.

Queremos ajudar a divulgar esse absurdo.

Grato. https://t.co/qW6Rqq9ncq",,"Acabo de protocolar no STF Mandado de Segurança com pedido de liminar para barrar a criação da CPMI das ""Fake News"".",1
@leticiaribss Triste pois está um caos e eu só queria ver série bem quietinha ao invés de arrumar trem,@thaiscalixto0 detesto esse dia caótico e precário que não dá + pra fingir de doida https://t.co/Fvlji6vzwk,,1
@PietraRomano Quem????,"a menina tá jogando alguma praga em mim, deus é pai",,1
@b_btrz falou tudo dimagrinha 😜,"é aquele ditado né, que o mal do malandro é achar que só a mãe dele faz filho esperto🙃",,1
@pepegomes17 pq vc n vai,@lelemelo15 Pq,,1
Mas inventei de fazer chá de hibisco e até agora não tive coragem de beber um gole,Vontade de tomar um chocolate quenteeee,,1
@freeblowjob Freud não vem aqui,"Os comentários desse tweet dão vontade de chorar 

Não é porque é algo extremamente normalizado na nossa cultura e diversas pessoas (inclusive eu) curtem que a parada não é problemática 

ninguém viveu numa bolha pra desenvolver esses prazeres sem a influência da sociedade sabe https://t.co/HrpmStmXnG",,1
@luizagalli essa segunda foto tá boa demais kkkkkk te amo,uma garota com seu ps4 novo não quer guerra com ninguém 😭 https://t.co/yBI650VK75,,1
"Nada a ver essas parada de signo vsf

Vi um post o cara postou um print e perguntou “qual o signo”

Responderam todos os signos tlgd?

Respeito quem acredita, mas acho zoado

Ps: eu já quase acreditei",,,1
stranger things pensei que ia ser chato mas ta bom galera to no segundo epi ja ta sendo mil vezes melhor que a s2 que foi um lixo de season por mim poderiam tirar ela deixa so a s1 e a s3,,,1
única pra me fazer ir jogar bola (SENDO QUE EU NAO SEI JOGAR) https://t.co/qJHPCip7mK,,“ trouxe roupa pra jogar bola com você hj”,1
Bora trabalhar...,,,1
"não deveria, mas tô ouvindo sua música 

otária que se chama",,,1
"🤦‍♀️É melhor avisar para o Andrade também, a vergonha é sempre coletiva https://t.co/bRtjSkTbSl",,Verdevaldo acha que o Papa Francisco gravou um vídeo para apoiar sua campanha contra Sergio Moro e foi comemorar no Twitter. https://t.co/XI5qm8aQ9g,1
Scrr não me faz ter raiva de cachorrinhos,A proeza da cachorra do Ethan de destruir até o meu remédio de garganta é pouraaa,,1
nem de graça,,,1
Faltam 6 dias pro meu aniversário e a animação ? É 0 🙄,,,1
@dyogocarvalho Muito triste tudo isso 😔,@dessamarquez Lamentável,,1
@JPSM55009316 Assim e que e 😂,@Irinaflorentin7 Estou cntg😂,,1
Não seja o tipo de crente que só porque não frequentam sua igreja ou a sua célula que deixam de ser seus amigos.,,,1
seu perfil foi visto por 5 pessoas nas últimas 6 horas https://t.co/68NEl0L0kK,,,1
@uphiago @Viegas_VSL Ah Mano sla  viu... numa coisa é a ignorância  humana que matou MT gente. Outra é alguém te desconsiderar como humano por conta da sua cor de pele... além de que é meio que discrepante a relação quantidade negrosxruivos,"@Viegas_VSL Mas quem tá comparando cara, ninguém tá lutando pra decidir quem sofreu mais.

Estou dizendo que existiram e ainda existe preconceito contra outras raças, é uma matemática simples.",,1
"Puta que pariu, que dia bosta",,,1
@duartejr_real Eu lhe condenaria tb,galera aqui na firma me condenando pq eu liguei o ar-condicionado no 17,,1
@Rapaelcomph Que fofolino,@pedroengm claro,,1
"vou entrar no aviao

se ele cair esse tweet vai ficar muito famoso",,,1
@Eltonbono Que delíciaaaa,@SuzyAne27194359 Acho um charme ... rs 🥰😘,,1
@valoreconomico E o povo ?,Bolsonaro: Erramos ao incluir na reforma aposentadoria dos policiais https://t.co/Zq6x3aOdkU,,1
estou com uma vontade de jogar sims,,,1
@JuhSeiseki7 Ficar gripado e com medo da Sinusite atacar.,"Quem tem rinite sabe o quão ruim é ficar com gripe 
#QuintaDetremuraSDV",,1
"pra quem ja estudou na FFC/UNESP e principalmente pra quem ja fez sociais, esse print tem muitas e muitas camadas, é um naked cake onde cada detalhe vale ouro https://t.co/KRyBTQSdHR",,,1
dá uma sentada daquela nervosa 🎶,,,1
"Hoje um Tornado atingiu a China.

Espero que todos que passaram por isso sejam fortes, e os que perderam alguém possam serem consolados.

Via: UOL. https://t.co/cWH5MUbOSK",,,1
"@lpassosbi A partir de 20, Mozão. Tu aparece lá depois do job?",@nalufake que hrs vcs vão caralho,,1
Olha eu aí kkkkkkk https://t.co/wYpY5RXRkb,,"""eu não volto mais com ela, pra mim acabou, se ela quiser voltar vai ter que rebolar muito""

- oi amor
- oi minha princesa, que saudade de vc, não faz isso mais não",1
@beauchampionss @joalinfeels acho q eh bom no sexo kk n sei,@joalinfeels explica caralho,,1
@mdmaria_ Eu com 26 tô com joelho ralado pois cai chegando na festinha. Rs,gente a minha prima de 10 anos nunca ralou o joelho. sabem por quê? celular não deixa,,1
@yosansa eu ia reclamar que você me deu um spoiler mas lembrei que eles já fizeram isso no baile de formatura da primeira temporada,a 11 e o mike se beijando aiiiiiiiii,,1
"@cleyson187 Sim, sempre estão a frente dos outros, pra eles.","@LopezCr7_ Os caras vivem numa bolha, todos os jogadores do Grêmio são melhores, chega a dar pena",,1
"Meu pai conseguiu me desanimar de novo com o curso que eu tava pensando em fazer, ainda bem que eu tenho minha mãe e meu padrasto que me apoiam sempre",,,1
MANO NA MINHA CIDADE NAO VAI PASSAR HOMEM ATANHA CLMO ASSIM,,,1
@HkartIlover @softaekookies Quem concorda respira🤭🤭✊✊,"@Base_of_hope @softaekookies Mais que amigos,brothers, mais que namorados CASADOS. https://t.co/tsuMAuT8Pu",,1
No mesmo condomínio do Bolsonaro e miliciano. Acho que sai mais barato trancar o portão e dar nome de Sede Campestre do Complexo de Gericinó. https://t.co/HL7bmBKnfc,,,1
unica amiga da selena pra mim é a francia o resto é sangue suga,,,1
Queria comer feijão branco  😋😋,,,1
Saudades do Victor e daquele olhinho vesgo lindo,,,1
eu pegava e vcs https://t.co/gW6SGUtTQZ,,,1
@JosyTellesVEVO @brina_gugli Kkkkkkkkkkkkkkkk pesado,em qual edição o cascão deixa a magali careca? https://t.co/6zSHhSi5wV,,1
"pq quando sentir a dor a medica passou um remédio pra ajudar a tirar as pedras mas só saiu uma, ainda tem 4 no meu rim direito...e tomei o remédio todo","amanhã finalmente vou fazer a consulta com o urologista e provavelmente essas pedras que tenho no meu rim é por causa do excesso de sal que eu como, mas to com medo de outra coisa",,1
minha foto + capa =perfeicione,,,1
"Vídeo da Ana Júlia n foi completo ô inferno, cês vão ter q ver de novo",,,1
vo sai 17h15 e to deitada deveria ta me arrumando mas to fazendo casa no minecraft,,,1
"Quando eu digo que o Bruno Covas é um gênio do mal, é pq ele realmente é. https://t.co/a7HoGv3MT3",,,1
@gabi_rdm Nossa amiga vamos c certeza,@safyrahadde Vamo amiga,,1
indo trabalhar com o moletom da faculdade como se eu nem fosse formada.,,,1
Eu to arrependida de vdd de uma fita q eu fiz mas as vezes eu paro e penso q n estou tanto pq foi bom mas meu coração ta dizendo q foi mt errado sim af,,,1
@hxrhode mas o nível d pnc dele &gt;&gt;&gt;&gt;&gt;&gt;,carter baizen&gt;&gt;&gt;&gt; https://t.co/M17Jym1qw6,,1
pessoas que visitaram meu perfil e grupos que sigo no Twitter https://t.co/dTjirIBIZG,,,1
@nicollyxxi OLHA ESSE CÉU TA VENDO ESSE CÉU? https://t.co/ePVAGLcrL0,"ninguém: 

eu e o @kiebayy: kk olha esse céu mano, ta vendo o céu, meudeus esse céu 😍😍😍",,1
@caabritto veja,Oq significa vj? É muita gíria n consigo acompanhar,,1
@henriquevida6 simmm eu sei skskskss só tava zoando pq meu sonho um pudim desses,"@lermaniacs Eu acho que não, pq o de metal fica todo gelado né kk não sei se o de plástico faria a mesma coisa",,1
Tô parecendo um náufrago já ahahha. Vou cortar o cabelo,,,1
@Sophie28B Toutafé...,"@Beababa2 Oui, ici et même dans nos vies respectives.",,1
Seria pra sempre https://t.co/sWBLbwQT7Z,"Antigamente 
Era eu e tu https://t.co/y1PY5DOrTF",,1
@pcydrum KKKKKKKKKKESSA PIADA É TÃO ENGRAÇADA MANO COMO ELES NÃO RIRAM NA HORA,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKEU https://t.co/TdEZHqC77O,,1
pqp sera que mais alguem vai se sacrificar nessa temporada?? tá parecendo mt a campanha do will q o mike disse que sacrificaria pra matar os zumbis e salvar a cidade,,,1
rapaz eu vou é bonita hj p shopping parabens viu * q vai me ver,,,1
odeio o traço do anime tanto,,,1
"Rivotril, absinto e cachaça 

minha nossa é pra me matar isso aí https://t.co/pyGBW2inav",,"cachaça, murro e sadomasoquismo 

😲 https://t.co/XdxEJZBmRo",1
perdi a senha do outro twitter,,,1
nossa de fato o clima dessa temporada tá bem mais sombrio pq olha... eita bicho feio viu,ok a millie é uma boa atriz mas nesses ultimos eps que eu to realmente impressionada com a atuação dela pq tá MUITO boa,,1
@apesardocaos puts amigo infelizmente eu sou muito sensivel pra existir em coletivo,@quandoconvem nao fica assim ta bom meu bem vai passa..,,1
"queria sentir :( — ele é mó forte po, da pra sentir de longe mesmo https://t.co/HVblnbPJWl",,,1
@calmaraissa @augustopureza Eu sinceramente nao tenho estrutura pra esse homem pqp,meu deus como q essa foto foi parar aqui comigo @augustopureza https://t.co/klciGUQ4rT,,1
mano teve tag pra sabina e eu tava off :(,,,1
O céu tá bue lindo,,,1
Eu deveria estar fazendo isso https://t.co/G8paEO1kli,,"Vou ficar longe do tt  até conseguir assistir stranger things,  é o jeito",1
"apesar de ser muito chata, eu te amo muito e sempre vou te ter como irmã e sua família como minha família, obrigada por tanto, e desculpa qualquer coisa, ja to com saudades :(((",se nada der certo eu apago e finjo que nunca existiu https://t.co/oDa1WXtVzW,,1
@lanaolv_ Ué me chame,"Q delícia né tenho força de coisa p fazer e recebi a noticia q vai rolar um churras na minha casa hj, mds alguém me dá um pouso p eu estudar em silêncio na paz do 10,0",,1
"@boso_joao @FoxSportsBrasil Discordo, Acho que Salah Foi Bastante Importante Pro Liverpool Na Premier League Fazendo Bastante Gols e Na Champions League Fazendo Gol Salvador Na fase Grupos E Na Final👍","@Mateus62622902 @FoxSportsBrasil certo, Salah jogou bem, mas no elenco do Liverpool não foi nem um dos 4 ou 5 mais importantes, ficou apagado na temporada, mas de qqr jeito, merece mto mais que Mbappe",,1
"@NetflixBrasil O triângulo de estreias q eu quero:

            resgata         
                  /\
                /    \
              /        \
            /            \
          /                \
        /_ _ _ _ _ _  _ \  
Sense                    8","O triângulo de estreias q eu quero:

      Stranger Things         
                  /\
                /    \
              /        \
            /            \
          /                \
        /_ _ _ _ _ _  _ \  
OITNB               LCDP",,1
